key,0,1
35,"TEXT_KINGMI106_05369_TODO_11",""
36,"TEXT_KINGMI106_05369_TODO_12",""
37,"TEXT_KINGMI106_05369_TODO_13",""
38,"TEXT_KINGMI106_05369_TODO_14",""
39,"TEXT_KINGMI106_05369_TODO_15",""
40,"TEXT_KINGMI106_05369_TODO_16",""
41,"TEXT_KINGMI106_05369_TODO_17",""
42,"TEXT_KINGMI106_05369_TODO_18",""
43,"TEXT_KINGMI106_05369_TODO_19",""
44,"TEXT_KINGMI106_05369_TODO_20",""
45,"TEXT_KINGMI106_05369_TODO_21",""
46,"TEXT_KINGMI106_05369_TODO_22",""
47,"TEXT_KINGMI106_05369_TODO_23",""
48,"TEXT_KINGMI106_05369_SHALE_100_020","ふふっ、冗談ですよ。
……では、扉を開けてみますね。"
49,"TEXT_KINGMI106_05369_SHALE_000_020","よかった……問題なく作動しました。
さっそく第二実験室に入ってみましょう。"
50,"TEXT_KINGMI106_05369_KRILE_000_021","え、あれって……！"
51,"TEXT_KINGMI106_05369_KRILE_000_022","「世界を繋ぐ力」の鍵！？"
52,"TEXT_KINGMI106_05369_SHALE_000_023","モニターに映っているのは……「鍵」の設計図、でしょうか。"
53,"TEXT_KINGMI106_05369_WUKLAMAT_000_024","隣の装置の中には、実物があるぜ。
けど、<Split(<Highlight>ObjectParameter(1)</Highlight>, ,1)/>が持ってる奴には、
中に細長い石みてぇなのが入ってたよな？"
54,"TEXT_KINGMI106_05369_KRILE_000_025","ちょ、ちょっと待って……！
だとすると、認識を改める必要があるかもしれないわ。"
55,"TEXT_KINGMI106_05369_KRILE_100_025","「鍵」はもともと、ミララ族の秘宝だった。
プリザベーションがそれを利用して、
「世界を繋ぐ力」を制御しようとした……。"
56,"TEXT_KINGMI106_05369_KRILE_110_025","そして今見ているとおり、
彼らの研究室で、結晶以外のパーツが製造されている。
つまり……？"
57,"TEXT_KINGMI106_05369_Q1_000_000","何と言う？"
58,"TEXT_KINGMI106_05369_A1_000_001","中の結晶こそが「鍵」だった"
59,"TEXT_KINGMI106_05369_A1_000_002","外側はプリザベーションの作った制御装置だ"
60,"TEXT_KINGMI106_05369_KRILE_000_027","……そうね、そう考えるのが妥当だと思う。
たしかに私の両親もこう言っていたわ。"
61,"TEXT_KINGMI106_05369_KRILE_000_028","「鍵」については、まだ謎が多い。
プリザベーションはそこに改造を施したが、
仕組みを完全に理解した上でのことではない……。"
62,"TEXT_KINGMI106_05369_KRILE_000_029","あの「鍵」がいつ、誰によって作り出されたのか、
そこからもたらされる「世界を繋ぐ力」の本質とは……。
解明できた者は、ひとりとしていない、って。"
63,"TEXT_KINGMI106_05369_WUKLAMAT_000_030","なるほど……。
プリザベーション製の制御装置がついてたから、
カリュクスが「鍵」の位置を特定できたわけだな。"
64,"TEXT_KINGMI106_05369_KRILE_000_031","もっと深く調べたいところだけれど……
「鍵」についての調査は、機会を改めた方がよさそうね。
今度はヤ・シュトラも、ここへ連れてきましょう。"
65,"TEXT_KINGMI106_05369_ORIGINALSPHENE_000_032","そうだね……今はカリュクスの潜伏先を突き止めよう。
所長室に入るためのセキュリティパスがあるといいんだけど。"
66,"TEXT_KINGMI106_05369_SHALE_000_033","この部屋は秘匿性が高い研究をしていたようですから、
所長室に出入りできるような、上級職員もいたはずです。"
67,"TEXT_KINGMI106_05369_SHALE_000_034","必要なのはレベル3のセキュリティパス……
まずは手分けして探しましょう。"
68,"TEXT_KINGMI106_05369_ORIGINALSPHENE_000_035","机の中を探してみるね。
きっとあと少し……一緒に頑張ろう！"
69,"TEXT_KINGMI106_05369_WUKLAMAT_000_040","セキュリティパス、セキュリティパス……。
このあたりの荷物に紛れてねぇかな。"
70,"TEXT_KINGMI106_05369_KRILE_000_045","……つい、両親の痕跡が遺っていないか探しちゃうわ。
ないってわかっているんだけれどね。"
71,"TEXT_KINGMI106_05369_KRILE_000_050","（★未使用／削除予定★）"
72,"TEXT_KINGMI106_05369_SHALE_000_055","この部屋には監視カメラが備わっているようなので、
往時の様子を探ってみますね。
職員たちの動きがわかれば、パスが見つかるかもしれません。"
73,"TEXT_KINGMI106_05369_GULOOLJA_000_060","「鍵」の制御装置……
たくさん作ってるってことは、試作品だったのかな？"
74,"TEXT_KINGMI106_05369_SYSTEM_000_070","セキュリティパスを見つけた！
表面に「Lv3」と記載されている。"
75,"TEXT_KINGMI106_05369_KRILE_000_071","もしかして、セキュリティパスが見つかったの？
よかった、残っていたのね……。"
76,"TEXT_KINGMI106_05369_KRILE_000_072","念のためシェールさんに確認してもらいましょう！"
77,"TEXT_KINGMI106_05369_KRILE_000_073","（★未使用／削除予定★）"
78,"TEXT_KINGMI106_05369_SYSTEM_000_074","資料などが入った箱が置かれている。
セキュリティパスはここにはなさそうだ……。"
79,"TEXT_KINGMI106_05369_SYSTEM_000_075","車輪の付いた棚に、箱や筒状の物が置かれている。
セキュリティパスはここにはなさそうだ……。"
80,"TEXT_KINGMI106_05369_SHALE_000_080","それは……たしかにレベル3のセキュリティパスのようです。
やりましたね、<Split(<Highlight>ObjectParameter(1)</Highlight>, ,1)/>さん！"
81,"TEXT_KINGMI106_05369_GULOOLJA_000_081","やったあ、これで所長室に入れるね！"
82,"TEXT_KINGMI106_05369_ORIGINALSPHENE_000_082","ところでシェール。
この施設の調査をはじめるときに、最終的な目標は、
所長室で「ある装置」を見つけ出すことだって言ってたよね。"
83,"TEXT_KINGMI106_05369_ORIGINALSPHENE_100_082","その装置について、そろそろ聞いてもいい……？"
84,"TEXT_KINGMI106_05369_SHALE_000_083","そうでしたね。
僕が探しているもの……それは、情報中継装置なんですよ。"
85,"TEXT_KINGMI106_05369_SHALE_100_083","この施設の存在を知ったあと、僕はまず基礎調査をしました。
すると、放棄されてるはずなのに、
外部のネットワークへの接続が確認できたんです。"
86,"TEXT_KINGMI106_05369_SHALE_110_083","ではどこへアクセスしていたかというと……
エバーキープ内の監視カメラでした。"
87,"TEXT_KINGMI106_05369_SHALE_000_084","これまでのカリュクスの動きを踏まえても、
彼が監視カメラを密かに掌握し、
監視体制を構築しているのは間違いない。"
88,"TEXT_KINGMI106_05369_SHALE_000_085","「鍵」を持つあなたの動向を探るために……。"
89,"TEXT_KINGMI106_05369_SHALE_000_086","けれどそれは逆に、彼を辿る経路でもあります。
監視映像は必ず、カリュクスのもとに送信されてるんですから。"
90,"TEXT_KINGMI106_05369_SHALE_000_087","僕が押さえたいのは、まさしくそれです。
監視映像を集め、カリュクスに送信している装置を探し出し、
送り先がどこなのかを解析できれば……"
91,"TEXT_KINGMI106_05369_ORIGINALSPHENE_000_088","……カリュクスの潜伏先を特定できる。"
92,"TEXT_KINGMI106_05369_SHALE_000_089","とはいえ、まだ大ハズレの可能性もありますけどね。
カリュクスが妨害してこないのが、少々気がかりです。"
93,"TEXT_KINGMI106_05369_WUKLAMAT_000_090","妨害ねぇ……。
する気がねぇんだか、できねぇんだか……。"
94,"TEXT_KINGMI106_05369_WUKLAMAT_100_090","あいつ、アンダーキープのときは、
<Split(<Highlight>ObjectParameter(1)</Highlight>, ,1)/>の強さを測ってるって言ってたけどさ。
どうやってそれを超える強さを得るつもりなんだろうな？"
95,"TEXT_KINGMI106_05369_SHALE_000_091","ああ、監視カメラといえば、もうひとつ報告が。
この部屋にもカメラが設置されてるんですが、
施設が放棄されるよりも前に、停止させられてたようなんです。"
96,"TEXT_KINGMI106_05369_SHALE_000_092","最新の映像も不自然に削除されてましたし……。
一応復元はしたんですけど、見てみますか？"
97,"TEXT_KINGMI106_05369_SHALE_000_093","わかりました。
では、最も新しく記録された監視映像を流します。"
98,"TEXT_KINGMI106_05369_ORIGINALSPHENE_000_094","そんな……離反者は殺されていたなんて……。"
99,"TEXT_KINGMI106_05369_SHALE_000_095","……研究員データと照合してみましたが、
女性を殺した男が、所長のデメトリオスのようです。
ずいぶんとカリュクスに心酔していたようですね。"
100,"TEXT_KINGMI106_05369_SHALE_000_096","この記録以降、監視カメラは作動してません。
映像が削除されていたことを考えると、
ほかの研究員には、殺害したことを隠していたのでしょう……。"
101,"TEXT_KINGMI106_05369_KRILE_000_097","私の両親も、たしかに言っていたわ。
プリザベーションを決死の思いで離脱したって……。"
102,"TEXT_KINGMI106_05369_SHALE_000_098","（★未使用／削除予定★）"
103,"TEXT_KINGMI106_05369_KRILE_000_099","追っ手の迫る中で、幼い私を異世界に託したんだって……。"
104,"TEXT_KINGMI106_05369_KRILE_000_100","ふたりがその後どうなったのかは、聞けなかった。
でも、もし追っ手に捕まっていたとしたら……。"
105,"TEXT_KINGMI106_05369_Q2_000_000","何と言う？"
106,"TEXT_KINGMI106_05369_A2_000_001","……きっと逃げ切れたよ"
107,"TEXT_KINGMI106_05369_A2_000_002","後悔していなかったと思う"
108,"TEXT_KINGMI106_05369_KRILE_000_102","ありがとう……。
そうでなかったとしても、永久人として過ごした最後の時間が、
穏やかなものであったことを願うわ。"
109,"TEXT_KINGMI106_05369_KRILE_000_103","……そっか。
過去を視たあなたがそう言ってくれるなら、
ふたりはやり遂げたんだって、私も信じるわ。"
110,"TEXT_KINGMI106_05369_KRILE_000_104","（★未使用／削除予定★）"
111,"TEXT_KINGMI106_05369_ORIGINALSPHENE_000_105","クルル……。"
112,"TEXT_KINGMI106_05369_KRILE_000_106","大丈夫よ。
両親の想いは、あの日リビング・メモリーで受け取ったもの。"
113,"TEXT_KINGMI106_05369_KRILE_000_107","……だから私は、前に進めるのよ。"
114,"TEXT_KINGMI106_05369_SHALE_000_108","……今となっては、当時のご両親とプリザベーションの間で、
どんな攻防があったのかはわかりません。"
115,"TEXT_KINGMI106_05369_SHALE_000_109","ですが、優秀なご両親のことですから、
原初世界に追っ手が向かわないように……"
116,"TEXT_KINGMI106_05369_SHALE_000_110","なにより、あなたに危害が及ばないように、
手がかりも自分たちの痕跡も、きれいに抹消したのでしょうね。"
117,"TEXT_KINGMI106_05369_KRILE_000_111","……さあ、先へ進みましょう。
「鍵」へ託された想いを繋ぐために。"
118,"TEXT_KINGMI106_05369_GULOOLJA_000_112","いよいよ所長室だね！
レベル3のセキュリティパスが使えるか試してみよう！"
119,"TEXT_KINGMI106_05369_SYSTEM_000_140","読み取り機がある。
「<Sheet(EventItem,2003769,0)/>」が使えそうだ。"
120,"TEXT_KINGMI106_05369_SYSTEM_000_141","「<Sheet(EventItem,2003769,0)/>」を読み取り機にかざした。"
121,"TEXT_KINGMI106_05369_WUKLAMAT_000_142","よっしゃあ、開いた！
さっそく入ろうぜ！"
122,"TEXT_KINGMI106_05369_SHALE_000_143","よかった……僕は中継装置を探してみます。
みなさんも室内に何か怪しいものがあれば教えてください。"
123,"TEXT_KINGMI106_05369_SHALE_000_144","もしかするとセキュリティパスが必要になるかもしれませんので、
<Split(<Highlight>ObjectParameter(1)</Highlight>, ,1)/>さんは、ひとまず僕と一緒に。
さあ行きましょう。"
124,"TEXT_KINGMI106_05369_ORIGINALSPHENE_000_145","この書類は……報告書みたい……。
人をエーテルに還すと、ひとりあたり、
どれくらいのエネルギーになるのかって……。"
125,"TEXT_KINGMI106_05369_KRILE_000_150","あっと……ごめんなさい、「鍵」について考え込んでいたわ。
今はシェールさんの報告を待ちましょうか。"
126,"TEXT_KINGMI106_05369_WUKLAMAT_000_155","こっちの棚の上には、香と花瓶と……
あとは宝石を並べるプレートか？
デメトリオスって奴、ちゃんと部屋を飾るタイプなんだな。"
127,"TEXT_KINGMI106_05369_GULOOLJA_000_160","怪しいもの……何かあるかなぁ？"
128,"TEXT_KINGMI106_05369_SHALE_000_170","…………違う、外部と通信してない。
これは目当ての中継装置じゃありません。"
129,"TEXT_KINGMI106_05369_SHALE_000_171","それに、事前に得ていたマップデータと比べて、
所長室がずいぶん小さいんですよ。"
130,"TEXT_KINGMI106_05369_SHALE_000_172","場所を間違えた……？
あるいは、何か見落としてるんでしょうか……。"
131,"TEXT_KINGMI106_05369_SHALE_000_173","すみません……ほかのみなさんと一緒に、
手がかりになりそうなものを探してみていただけませんか？"
132,"TEXT_KINGMI106_05369_SHALE_000_175","すみませんが、何か手がかりが見つかったら教えてください。
僕も見落としがないか調べてみます……。"
133,"TEXT_KINGMI106_05369_ORIGINALSPHENE_000_176","想定していたよりも部屋が小さい、か……。
どういうことなんだろう……？"
134,"TEXT_KINGMI106_05369_KRILE_000_177","ここの壁……。
一瞬、ちらついて見えた気がしたけど、気のせいかしら……。"
135,"TEXT_KINGMI106_05369_WUKLAMAT_000_178","あれ……？
このプレート、もしかして……。"
136,"TEXT_KINGMI106_05369_GULOOLJA_000_179","机の下の箱には、難しそうな本がたくさん入ってたよ。
僕だったら、本の下にこっそり宝物を隠しておくけどな。"
137,"TEXT_KINGMI106_05369_GULOOLJA_100_179","……あっ、もしかして本当に何か隠されてたりするかな？
よーし、怪しいものがないか、よく調べておくね！"
138,"TEXT_KINGMI106_05369_SYSTEM_000_180","ファイルの隙間に紙片が挟まっている。"
139,"TEXT_KINGMI106_05369_SYSTEM_000_181","(-走り書きの紙片-)機密室への昇降機使用手順。
<UIForeground>F20246</UIForeground><UIGlow>F20245</UIGlow>第一実験室<UIGlow>01</UIGlow><UIForeground>01</UIForeground>、<UIForeground>F20246</UIForeground><UIGlow>F20245</UIGlow>第二実験室<UIGlow>01</UIGlow><UIForeground>01</UIForeground>、<UIForeground>F20246</UIForeground><UIGlow>F20245</UIGlow>所長室<UIGlow>01</UIGlow><UIForeground>01</UIForeground>のそれぞれの端末に、
パスワードを同時入力。"
140,"TEXT_KINGMI106_05369_SYSTEM_000_182","……シェールに見せてみよう。"
141,"TEXT_KINGMI106_05369_SYSTEM_000_183","長い眠りから目覚め、一心に自動洗浄を行っている……。
特に変わったところはなさそうだ。"
142,"TEXT_KINGMI106_05369_SYSTEM_000_184","所長が使っていたソウルケージだろうか。
中の魂は空になっている……。"
143,"TEXT_KINGMI106_05369_SYSTEM_000_185","所長デメトリオスが使っていたと思われる、
携帯端末やロッカーがある。"
144,"TEXT_KINGMI106_05369_Q3_000_000","どうする？"
145,"TEXT_KINGMI106_05369_A3_000_001","携帯端末を調べる"
146,"TEXT_KINGMI106_05369_A3_000_002","ロッカーを調べる"
147,"TEXT_KINGMI106_05369_SYSTEM_000_187","携帯端末を調べてみよう。
何か手がかりがあるかもしれない……。"
148,"TEXT_KINGMI106_05369_Q3_110_000","どの項目を読む？"
149,"TEXT_KINGMI106_05369_A3_110_001","日次報告"
150,"TEXT_KINGMI106_05369_A3_110_002","施設の保存について"
151,"TEXT_KINGMI106_05369_A3_110_003","キャンセル"
152,"TEXT_KINGMI106_05369_SYSTEM_000_188","(-とある日の報告内容-)特記事項なし。
「鍵」の発動条件は依然として不明。"
153,"TEXT_KINGMI106_05369_SYSTEM_000_189","(-とある日の報告内容-)「鍵」の暴発により、一時的に異世界との接続を確認。
引き続きコアが引き起こすエネルギー反応の安定化を試みる。"
154,"TEXT_KINGMI106_05369_SYSTEM_000_190","(-とある日の報告内容-)研究員13名が暴発事故により肉体破損。
うち、記憶領域に影響のない4名を永久人化。
残りの9名は生体エーテルのリサイクル工程へ。"
155,"TEXT_KINGMI106_05369_SYSTEM_000_191","(-とある日の報告内容-)特記事項なし。
ミララ族の研究員2名の辞職届を棄却。"
156,"TEXT_KINGMI106_05369_SYSTEM_000_192","(-とある日の報告内容-)事案発生。
詳細はレポートにて。"
157,"TEXT_KINGMI106_05369_SYSTEM_000_193","(-未提出の文書-)無能なミララ族どもが離反し「鍵」を盗みだした。
徹底的な追跡を行い、2名とも始末したものの、
「鍵」の回収は間に合わなかった。"
158,"TEXT_KINGMI106_05369_SYSTEM_000_194","(-未提出の文書-)我々が今日に至るまで肉体を持ち続けてきたのは、
カリュクス様の手足となり、「鍵」の実験を行うためである。"
159,"TEXT_KINGMI106_05369_SYSTEM_000_195","(-未提出の文書-)実験対象を失ってしまえば、存在意義などありはしない。
カリュクス様もさぞ、私に失望していることだろう。"
160,"TEXT_KINGMI106_05369_SYSTEM_000_196","(-未提出の文書-)ついては、当施設の凍結を決定。
すべての職員の肉体をエーテルに還元し、
次なる実験の資材としてカリュクス様に献上する次第である。"
161,"TEXT_KINGMI106_05369_SYSTEM_000_197","(-未提出の文書-)記憶は回収される予定となっているが、
そこから永久人を生成するか否かは、カリュクス様に一任する。
あの方に必要とされないのであれば、次なる生など不要である。"
162,"TEXT_KINGMI106_05369_SYSTEM_100_197","(-施設の保存について-)職員たちの処理が完了した。
私も、施設の停止作業が済み次第、肉体を還す予定である。"
163,"TEXT_KINGMI106_05369_SYSTEM_110_197","(-施設の保存について-)「鍵」が物質界に存在し続けている以上、
いずれ当施設の再稼働が必要になる可能性がある。
またはカリュクス様が別の用途でご利用になるかもしれない。"
164,"TEXT_KINGMI106_05369_SYSTEM_120_197","(-施設の保存について-)そのときに備え、設備はスリープ状態で保守。
機密室へ至るための要のみ、部外者が立ち入った場合に備え、
外して別途保管とする。"
165,"TEXT_KINGMI106_05369_SYSTEM_000_198","ロッカーを調べてみよう。
何か手がかりがあるかもしれない……。"
166,"TEXT_KINGMI106_05369_SYSTEM_000_199","……特に重要な手がかりはなさそうだ。"
167,"TEXT_KINGMI106_05369_SYSTEM_000_200","所長デメトリオスが使っていた携帯端末やロッカーだ。
もう一度見てみようか……。"
168,"TEXT_KINGMI106_05369_Q3_100_000","どうする？"
169,"TEXT_KINGMI106_05369_A3_100_001","携帯端末を調べる"
170,"TEXT_KINGMI106_05369_A3_100_002","ロッカーを調べる"
171,"TEXT_KINGMI106_05369_A3_100_003","キャンセル"
172,"TEXT_KINGMI106_05369_SHALE_000_210","……なにか気になるものがありましたか？"
173,"TEXT_KINGMI106_05369_SHALE_000_211","ありがとうございます。
この走り書きは……。"
174,"TEXT_KINGMI106_05369_SHALE_000_212","「機密室」という場所への行き方が書かれているようですね。
第一実験室、第二実験室、所長室のそれぞれの端末に、
パスワードを同時入力する必要がある、と……。"
175,"TEXT_KINGMI106_05369_ORIGINALSPHENE_000_213","でも、機密室だなんて名前の部屋、地図にはなかったよね？"
176,"TEXT_KINGMI106_05369_SHALE_100_214","そうですね……意図的に隠されているのかもしれません。
パスワードを要求されるということは、
どこかに仕掛けでもあるんでしょうか。"
177,"TEXT_KINGMI106_05369_KRILE_000_214","仕掛け……。
ということは、またエレクトロープで……"
178,"TEXT_KINGMI106_05369_KRILE_000_215","もしかして、あの壁……！
さっき近づいたときに少し違和感があったの！"
179,"TEXT_KINGMI106_05369_GULOOLJA_000_216","あ……そういえば、エレクトロープの壁は信用するなって、
カフキワがよく言ってたよね、シェール！"
180,"TEXT_KINGMI106_05369_Q4_000_000","何と言う？"
181,"TEXT_KINGMI106_05369_A4_000_001","エレクトロープは見た目を偽装できる"
182,"TEXT_KINGMI106_05369_A4_000_002","エレクトロープはすり抜けられる！"
183,"TEXT_KINGMI106_05369_ORIGINALSPHENE_000_218","そっか……！
ソリューション・ナインの床や壁も全部、
エレクトロープで表面の見え方を変えてるんだもんね。"
184,"TEXT_KINGMI106_05369_ORIGINALSPHENE_000_219","ええっ、そうだったの！？
私の時代にはそんな性質なかったよ……！"
185,"TEXT_KINGMI106_05369_SHALE_000_220","ふふっ、<Split(<Highlight>ObjectParameter(1)</Highlight>, ,1)/>さんの冗談ですよ。
エレクトロープは見た目を偽装できるんです。"
186,"TEXT_KINGMI106_05369_SHALE_100_220","じゃあ、さっそく確認してみましょう。
その手の偽装は、今と同じ方法で解除できるはず……。"
187,"TEXT_KINGMI106_05369_GULOOLJA_110_220","わっ、扉が出てきたよ！"
188,"TEXT_KINGMI106_05369_SHALE_120_220","……ホログラムはなんとか解除できましたが、
扉のロックは外れませんね。"
189,"TEXT_KINGMI106_05369_WUKLAMAT_130_220","さっきの紙片に書かれてた内容どおりにやったら、
開くんじゃねぇか？"
190,"TEXT_KINGMI106_05369_ORIGINALSPHENE_000_221","そうだね、手分けして試してみよう。
所長室でパスワードを探す人と……
第一実験室と第二実験室で準備する人、かな？"
191,"TEXT_KINGMI106_05369_WUKLAMAT_000_222","なら、第一実験室にはアタシが行くぜ！"
192,"TEXT_KINGMI106_05369_ORIGINALSPHENE_000_223","じゃあ、第二実験室は私が……"
193,"TEXT_KINGMI106_05369_WUKLAMAT_000_224","……いや、スフェーンはこっちに残った方がいいな。
アレクサンドリア人の知識が役に立つかもしれねぇ。"
194,"TEXT_KINGMI106_05369_ORIGINALSPHENE_000_227","……そっか、パスワードが合言葉みたいなものなら、
私にもわかることがあるかもしれないもんね。"
195,"TEXT_KINGMI106_05369_GULOOLJA_000_228","僕も手伝うよ！
生まれも育ちもアレクサンドリアだから。"
196,"TEXT_KINGMI106_05369_KRILE_000_229","じゃあ、第二実験室は私が行くわ。
タイミングは通信しながら合わせましょう。"
197,"TEXT_KINGMI106_05369_SHALE_000_230","では、最終的なパスワードの入力は、
<Split(<Highlight>ObjectParameter(1)</Highlight>, ,1)/>さんにお願いできますか？"
198,"TEXT_KINGMI106_05369_SHALE_000_231","パスワードがわかったら、この端末にアクセスしてください。
僕がウクラマトさんとクルルさんに指示しますので。"
199,"TEXT_KINGMI106_05369_WUKLAMAT_000_232","そうだ、<Split(<Highlight>ObjectParameter(1)</Highlight>, ,1)/>……
あっちの棚の上に、宝石を飾るプレートがあったんだけどよ。
どうも、エレクトロープでできてるみたいなんだよな。"
200,"TEXT_KINGMI106_05369_WUKLAMAT_000_233","だから何か動作するんじゃねぇかと思ったんだけど、
スイッチみたいなものは、どこにもついてなくてさ……
よければお前も見てみてくれ。"
201,"TEXT_KINGMI106_05369_WUKLAMAT_000_235","えっと……これを押せばいいのか？
その次はこっちか……わかってきたぜ！"
202,"TEXT_KINGMI106_05369_KRILE_000_240","了解よ、シェールさん。
で、でも、その前に足場を探してこなくっちゃ……。"
203,"TEXT_KINGMI106_05369_SHALE_000_245","落ち着いて操作すれば大丈夫ですよ。
おふたりとも、呑み込みが早いですから。"
204,"TEXT_KINGMI106_05369_GULOOLJA_000_250","この箱の中を調べてたら、
エレクトロープで出来た立方体のパズルを見つけたんだ。
今は遊んでる場合じゃないけど、ちょっと気になって……。"
205,"TEXT_KINGMI106_05369_Q5_000_000","どうする？"
206,"TEXT_KINGMI106_05369_A5_000_001","解いてもらう"
207,"TEXT_KINGMI106_05369_A5_000_002","今は気にしない"
208,"TEXT_KINGMI106_05369_GULOOLJA_000_265","わかった、任せて！"
209,"TEXT_KINGMI106_05369_GULOOLJA_000_270","えーと……これがこうで……。
この回路はこっちと繋げて……できた！"
210,"TEXT_KINGMI106_05369_GULOOLJA_100_270","……あれ？
パズルの中に何か入ってる。"
211,"TEXT_KINGMI106_05369_GULOOLJA_000_275","これは……緑色の宝石……。
もしかして<UIForeground>F20246</UIForeground><UIGlow>F20245</UIGlow>アレキサンドライト<UIGlow>01</UIGlow><UIForeground>01</UIForeground>かな？"
212,"TEXT_KINGMI106_05369_GULOOLJA_000_277","国の名前に使われるほど大切にされてきた宝石なんだって。
もしかしたら何かの役に立つかもしれないから、
これは<Split(<Highlight>ObjectParameter(1)</Highlight>, ,1)/>に渡しておくね！"
213,"TEXT_KINGMI106_05369_GULOOLJA_000_278","（★未使用／削除予定★）"
214,"TEXT_KINGMI106_05369_GULOOLJA_000_280","（★未使用／削除予定★）"
215,"TEXT_KINGMI106_05369_GULOOLJA_000_285","うん、わかった。
もし必要になったら教えてね！"
216,"TEXT_KINGMI106_05369_GULOOLJA_000_290","さっきの宝石、<UIForeground>F20246</UIForeground><UIGlow>F20245</UIGlow>アレキサンドライト<UIGlow>01</UIGlow><UIForeground>01</UIForeground>だと思うよ。
きっと誰かがパズルの中に隠したんだね。
ほかにも何かないか、探してみるよ！"
217,"TEXT_KINGMI106_05369_ORIGINALSPHENE_000_295","パスワードになりそうな言葉がないか、
よく調べてみるね……。"
218,"TEXT_KINGMI106_05369_ORIGINALSPHENE_000_300","（★未使用／削除予定★）"
219,"TEXT_KINGMI106_05369_ORIGINALSPHENE_000_305","……えっと、どうしたの？
何か聞きたいことがありそうだけど。"
220,"TEXT_KINGMI106_05369_Q6_000_000","何と言う？"
221,"TEXT_KINGMI106_05369_A6_000_001","アレキサンドライトの石言葉を教えて"
222,"TEXT_KINGMI106_05369_A6_000_002","なんでもない"
223,"TEXT_KINGMI106_05369_ORIGINALSPHENE_000_315","石言葉……？
アレキサンドライトの石言葉は、「<UIForeground>F20246</UIForeground><UIGlow>F20245</UIGlow>守護<UIGlow>01</UIGlow><UIForeground>01</UIForeground>」だよ。
このアレクサンドリアの由来にもなってるんだ。"
224,"TEXT_KINGMI106_05369_ORIGINALSPHENE_000_316","あっ、もしかして石言葉とパスワードが関係あるのかな！？"
225,"TEXT_KINGMI106_05369_ORIGINALSPHENE_000_317","なるほど……サファイアとガーネットもあるんだね。
となると、それぞれの石言葉は……。"
226,"TEXT_KINGMI106_05369_ORIGINALSPHENE_000_320","アレキサンドライトは「<UIForeground>F20246</UIForeground><UIGlow>F20245</UIGlow>守護<UIGlow>01</UIGlow><UIForeground>01</UIForeground>」、サファイアは「<UIForeground>F20246</UIForeground><UIGlow>F20245</UIGlow>誠実<UIGlow>01</UIGlow><UIForeground>01</UIForeground>」、
ガーネットは……「<UIForeground>F20246</UIForeground><UIGlow>F20245</UIGlow>純真<UIGlow>01</UIGlow><UIForeground>01</UIForeground>」になるね。"
227,"TEXT_KINGMI106_05369_ORIGINALSPHENE_000_325","さっそく端末に入力して試してみようよ！
当たってるといいけど……。"
