key,0,1
8,"TEXT_KINGZD302_05115_SEQ_08",""
9,"TEXT_KINGZD302_05115_SEQ_09",""
10,"TEXT_KINGZD302_05115_SEQ_10",""
11,"TEXT_KINGZD302_05115_SEQ_11",""
12,"TEXT_KINGZD302_05115_SEQ_12",""
13,"TEXT_KINGZD302_05115_SEQ_13",""
14,"TEXT_KINGZD302_05115_SEQ_14",""
15,"TEXT_KINGZD302_05115_SEQ_15",""
16,"TEXT_KINGZD302_05115_SEQ_16",""
17,"TEXT_KINGZD302_05115_SEQ_17",""
18,"TEXT_KINGZD302_05115_SEQ_18",""
19,"TEXT_KINGZD302_05115_SEQ_19",""
20,"TEXT_KINGZD302_05115_SEQ_20",""
21,"TEXT_KINGZD302_05115_SEQ_21",""
22,"TEXT_KINGZD302_05115_SEQ_22",""
23,"TEXT_KINGZD302_05115_SEQ_23",""
24,"TEXT_KINGZD302_05115_TODO_00","Inspecter les environs aux endroits indiqués et abattre les éventuels ennemis"
25,"TEXT_KINGZD302_05115_TODO_01","Attendre à l'endroit indiqué"
26,"TEXT_KINGZD302_05115_TODO_02","Parler à Shiidil Ja"
27,"TEXT_KINGZD302_05115_TODO_03",""
28,"TEXT_KINGZD302_05115_TODO_04",""
29,"TEXT_KINGZD302_05115_TODO_05",""
30,"TEXT_KINGZD302_05115_TODO_06",""
31,"TEXT_KINGZD302_05115_TODO_07",""
32,"TEXT_KINGZD302_05115_TODO_08",""
33,"TEXT_KINGZD302_05115_TODO_09",""
34,"TEXT_KINGZD302_05115_TODO_10",""
35,"TEXT_KINGZD302_05115_TODO_11",""
36,"TEXT_KINGZD302_05115_TODO_12",""
37,"TEXT_KINGZD302_05115_TODO_13",""
38,"TEXT_KINGZD302_05115_TODO_14",""
39,"TEXT_KINGZD302_05115_TODO_15",""
40,"TEXT_KINGZD302_05115_TODO_16",""
41,"TEXT_KINGZD302_05115_TODO_17",""
42,"TEXT_KINGZD302_05115_TODO_18",""
43,"TEXT_KINGZD302_05115_TODO_19",""
44,"TEXT_KINGZD302_05115_TODO_20",""
45,"TEXT_KINGZD302_05115_TODO_21",""
46,"TEXT_KINGZD302_05115_TODO_22",""
47,"TEXT_KINGZD302_05115_TODO_23",""
48,"TEXT_KINGZD302_05115_GOTOLLJA_000_000","Hmm, je me demande bien ce que l'on pourrait mettre en place pour que tout le monde puisse lutter contre les wivres enragées. Un problème aussi complexe mérite une profonde réflexion, ja. "
49,"TEXT_KINGZD302_05115_SHIIDILJA_000_010","Avant d'envisager comment résoudre la question des wivres, ne vaudrait-il pas mieux commencer par inspecter l'endroit où nous avons été attaqués, ja ?"
50,"TEXT_KINGZD302_05115_SHIIDILJA_000_011","Je connais cette région comme ma poche, alors s'il devait y avoir une quelconque anomalie, je finirais bien par m'en rendre compte, ja."
51,"TEXT_KINGZD302_05115_SHIIDILJA_000_012","Bien sûr, d'autres wivres risqueraient de s'en prendre à moi... Il faudrait donc que vous vous y rendiez avant moi pour assurer la sécurité des environs, ja... Cela ne vous dérange pas ?"
52,"TEXT_KINGZD302_05115_SHIIDILJA_000_013","Oh, merci, merci beaucoup ! Les wivres nous ont attaqués au bord du cénote situé au nord du bosquet de Golmajiik."
53,"TEXT_KINGZD302_05115_SHIIDILJA_000_014","Puis-je vous demander de vous y rendre et d'abattre celles que vous croisez en chemin, si elles sont devenues belliqueuses ? Une fois que vous aurez sécurisé le trajet, je pourrai faire le déplacement sans crainte, ja. Vous n'aurez qu'à m'attendre sur place."
54,"TEXT_KINGZD302_05115_GOTOLLJA_000_015","Alors, pendant que vous enquêtez, je vais en profiter de mon côté pour interroger mes compatriotes, ja. Peut-être que nous ne sommes pas les seuls à avoir vécu un incident de ce genre."
55,"TEXT_KINGZD302_05115_SHIIDILJA_000_020","Les wivres nous ont attaqués au bord du cénote situé au nord du bosquet de Golmajiik. Si vous en rencontrez d'autres devenues belliqueuses sur le chemin, vous n'aurez qu'à les abattre, ja."
56,"TEXT_KINGZD302_05115_GOTOLLJA_000_021","Pendant que vous enquêtez, je vais en profiter de mon côté pour interroger mes compatriotes, ja. Peut-être que nous ne sommes pas les seuls à avoir vécu un incident de ce genre."
57,"TEXT_KINGZD302_05115_SYSTEM_100_021","Vous observez les environs, mais vous ne voyez pas de wivres enragées par ici..."
58,"TEXT_KINGZD302_05115_SHIIDILJA_000_030","Et voilà ! J'ai pu parvenir jusqu'ici sans encombre, et c'est grâce à vous, ja ! Merci encore !"
59,"TEXT_KINGZD302_05115_SHIIDILJA_000_031","Hmm... J'espérais trouver un indice qui ex<SoftHyphen/>pli<SoftHyphen/>que<SoftHyphen/>rait le com<SoftHyphen/>por<SoftHyphen/>te<SoftHyphen/>ment de ces pauvres bêtes, mais..."
60,"TEXT_KINGZD302_05115_SHIIDILJA_100_031","Je suis désolée, je ne vois rien qui sorte de l'ordinaire... Et vous ? Notez-vous un élément qui vous paraîtrait inhabituel, ja ?"
61,"TEXT_KINGZD302_05115_SHIIDILJA_000_032","Oh, vous avez découvert quelque chose ?"
62,"TEXT_KINGZD302_05115_SHIIDILJA_000_033","Tiens... C'est un cristal céladon que m'a un jour offert mon mari en revenant de son travail. Il a cer<SoftHyphen/>tai<SoftHyphen/>ne<SoftHyphen/>ment dû tomber lorsque les wivres nous ont agressés la dernière fois..."
63,"TEXT_KINGZD302_05115_SHIIDILJA_000_034","Gotoll Ja m'a dit qu'il l'avait trouvé en Éorzéa lors de son séjour là-bas... Il l'avait gardé pré<SoftHyphen/>cieu<SoftHyphen/>se<SoftHyphen/>ment sur lui comme porte-bonheur, car sa couleur bleutée lui rappelait l'éclat de sa forêt natale, ja."
64,"TEXT_KINGZD302_05115_SHIIDILJA_000_035","Cet objet n'a pas une grande valeur, si ce n'est sentimentale. J'aime à croire que c'est grâce à cette pierre que mon époux est rentré sain et sauf. Alors, je suis très heureuse que vous l'ayez retrouvée. Merci, ja."
65,"TEXT_KINGZD302_05115_SHIIDILJA_000_037","Gotoll Ja s'en veut beaucoup de s'être blessé et de ne plus pouvoir se battre comme avant... Mais moi, je ne souhaite pas qu'il se déprécie de cette façon, ja. À mes yeux, il reste l'homme fort qu'il a toujours été."
66,"TEXT_KINGZD302_05115_SHIIDILJA_000_039","Mon mari s'est souvent entraîné ici dans sa jeunesse, devant cette énorme pierre, que nous nommons le “rocher céleste”. Il avait pour habitude de le contempler de toute sa hauteur, et cela lui donnait le courage d'accomplir ses rêves. De surmonter tous les obstacles, ja..."
67,"TEXT_KINGZD302_05115_SHIIDILJA_000_040","C'est dans l'espoir de raviver cette flamme en lui que je l'ai emmené ici, mais je n'aurais jamais imaginé que des wivres viendraient s'en prendre à nous..."
68,"TEXT_KINGZD302_05115_SHIIDILJA_000_042","... Veuillez m'excuser, je ne devrais pas vous importuner avec mes histoires. De toute façon, nous n'avons rien vu qui aurait pu causer l'affolement soudain des wivres, ja. Il vaut mieux rentrer et rejoindre mon mari."
69,"TEXT_KINGZD302_05115_GOTOLLJA_000_050","Vous revoici ! Et sans une égratignure, à ce que je vois."
70,"TEXT_KINGZD302_05115_SHIIDILJA_000_060","Merci encore de m'avoir accompagnée, ja. Nous n'avons rien pu apprendre d'intéressant, en revanche j'ai retrouvé grâce à vous ce cristal auquel je tenais beaucoup."
71,"TEXT_KINGZD302_05115_GOTOLLJA_000_061","Je dois vous exprimer ma gratitude moi aussi, pour avoir veillé à ce que ma femme me revienne saine et sauve. Pour ma part, j'ai quelques in<SoftHyphen/>for<SoftHyphen/>ma<SoftHyphen/>tions à vous partager, ja."
72,"TEXT_KINGZD302_05115_SHIIDILJA_000_062","C'est vrai, mon amour ? Si seulement cela pouvait nous aider à trouver une solution pour lutter contre les wivres..."
73,"TEXT_KINGZD302_05115_SHIIDILJA_000_036",""
74,"TEXT_KINGZD302_05115_SHIIDILJA_000_038",""
75,"TEXT_KINGZD302_05115_SHIIDILJA_000_041",""
