key,0,1
25,"TEXT_BANSAH309_01408_TODO_01","Faire un rapport à Seww à la Couvée de Novv"
26,"TEXT_BANSAH309_01408_TODO_02",""
27,"TEXT_BANSAH309_01408_TODO_03",""
28,"TEXT_BANSAH309_01408_TODO_04",""
29,"TEXT_BANSAH309_01408_TODO_05",""
30,"TEXT_BANSAH309_01408_TODO_06",""
31,"TEXT_BANSAH309_01408_TODO_07",""
32,"TEXT_BANSAH309_01408_TODO_08",""
33,"TEXT_BANSAH309_01408_TODO_09",""
34,"TEXT_BANSAH309_01408_TODO_10",""
35,"TEXT_BANSAH309_01408_TODO_11",""
36,"TEXT_BANSAH309_01408_TODO_12",""
37,"TEXT_BANSAH309_01408_TODO_13",""
38,"TEXT_BANSAH309_01408_TODO_14",""
39,"TEXT_BANSAH309_01408_TODO_15",""
40,"TEXT_BANSAH309_01408_TODO_16",""
41,"TEXT_BANSAH309_01408_TODO_17",""
42,"TEXT_BANSAH309_01408_TODO_18",""
43,"TEXT_BANSAH309_01408_TODO_19",""
44,"TEXT_BANSAH309_01408_TODO_20",""
45,"TEXT_BANSAH309_01408_TODO_21",""
46,"TEXT_BANSAH309_01408_TODO_22",""
47,"TEXT_BANSAH309_01408_TODO_23",""
48,"TEXT_BANSAH309_01408_SEWW_000_000","Fsshhh, il sssemblerait que les pillards du ssserpent ont ssstocké des mar<SoftHyphen/>chan<SoftHyphen/>di<SoftHyphen/>ses volées sssur un de leurs navires."
49,"TEXT_BANSAH309_01408_SEWW_000_001","J'ignore tout de leur contenu mais je ne doute pas un inssstant que ccces produits ssserviront aux Tridents du corail, et ccc'est quelque chose que nous devons empêcher."
50,"TEXT_BANSAH309_01408_SEWW_000_002","Heu<SoftHyphen/>reu<SoftHyphen/>se<SoftHyphen/>ment pour nous, ils ont l'habitude de calfater les caisses avec de l'étoupe goudronnée... hautement inflammable. Et j'ai jussstement ccce morccceau de silex... Tu sssais ccce qu'il te ressste à faire, n'est-ccce pas<Indent/>? Pahh pourra te prêter un elbssst pour te rendre sur le bateau. Bonne chanccce, et fais attention à ne pas te brûler."
51,"TEXT_BANSAH309_01408_SEWW_000_005","Le feu risssque d'attirer l'attention des pirates, bien sssûr, mais tu es capable de te défendre, je le sssais. Demande à Pahh de te prêter un elbssst pour rejoindre le navire."
52,"TEXT_BANSAH309_01408_TAMER01376_000_010","Fsshhh, tu veux rejoindre un bateau des pillards du ssserpent<Indent/>? Ils sssont rapides, mais mes elbsssts le sssont plusss encore."
53,"TEXT_BANSAH309_01408_Q1_000_000","Chevaucher un elbst jusqu'au navire marchand des pirates<Indent/>?"
54,"TEXT_BANSAH309_01408_A1_000_001","Oui"
55,"TEXT_BANSAH309_01408_A1_000_002","Non"
56,"TEXT_BANSAH309_01408_SEWW_000_020","Fsshhh, les pillards du ssserpents vont avoir du mal à expliquer à leurs maîtres la perte de leur précccieuse cargaison<Indent/>! Je m'en réjouis."
57,"TEXT_BANSAH309_01408_SEWW_000_021","Sssans un approvisionnement continu de mar<SoftHyphen/>chan<SoftHyphen/>di<SoftHyphen/>ses, l'effort de guerre des Tridents du corail sssera passablement ralenti. Ils ssseront bien obligés de limiter leurs attaques pour un temps."
58,"TEXT_BANSAH309_01408_POP_MESSAGE","（★未使用／削除予定★）"
59,"TEXT_BANSAH309_01408_POPMESSAGE_000_000","Le feu et la fumée attirent une sentinelle<Indent/>!"
