10,"TEXT_JOBNIN401_00217_SEQ_10","dummy"
11,"TEXT_JOBNIN401_00217_SEQ_11","dummy"
12,"TEXT_JOBNIN401_00217_SEQ_12","dummy"
13,"TEXT_JOBNIN401_00217_SEQ_13","dummy"
14,"TEXT_JOBNIN401_00217_SEQ_14","dummy"
15,"TEXT_JOBNIN401_00217_SEQ_15","dummy"
16,"TEXT_JOBNIN401_00217_SEQ_16","dummy"
17,"TEXT_JOBNIN401_00217_SEQ_17","dummy"
18,"TEXT_JOBNIN401_00217_SEQ_18","dummy"
19,"TEXT_JOBNIN401_00217_SEQ_19","dummy"
20,"TEXT_JOBNIN401_00217_SEQ_20","dummy"
21,"TEXT_JOBNIN401_00217_SEQ_21","dummy"
22,"TEXT_JOBNIN401_00217_SEQ_22","dummy"
23,"TEXT_JOBNIN401_00217_SEQ_23","dummy"
24,"TEXT_JOBNIN401_00217_TODO_00","Keep lookout from the rooftop."
25,"TEXT_JOBNIN401_00217_TODO_01","Speak with Tsubame."
26,"TEXT_JOBNIN401_00217_TODO_02","Serve the bottle of mulled wine to Wolfstan."
27,"TEXT_JOBNIN401_00217_TODO_03","Report to Oboro."
28,"TEXT_JOBNIN401_00217_TODO_04","Keep watch in Aleport."
29,"TEXT_JOBNIN401_00217_TODO_05","Speak with Oboro at the dock storehouse."
30,"TEXT_JOBNIN401_00217_TODO_06","dummy"
31,"TEXT_JOBNIN401_00217_TODO_07","dummy"
32,"TEXT_JOBNIN401_00217_TODO_08","dummy"
33,"TEXT_JOBNIN401_00217_TODO_09","dummy"
34,"TEXT_JOBNIN401_00217_TODO_10","dummy"
35,"TEXT_JOBNIN401_00217_TODO_11","dummy"
36,"TEXT_JOBNIN401_00217_TODO_12","dummy"
37,"TEXT_JOBNIN401_00217_TODO_13","dummy"
38,"TEXT_JOBNIN401_00217_TODO_14","dummy"
39,"TEXT_JOBNIN401_00217_TODO_15","dummy"
40,"TEXT_JOBNIN401_00217_TODO_16","dummy"
41,"TEXT_JOBNIN401_00217_TODO_17","dummy"
42,"TEXT_JOBNIN401_00217_TODO_18","dummy"
43,"TEXT_JOBNIN401_00217_TODO_19","dummy"
44,"TEXT_JOBNIN401_00217_TODO_20","dummy"
45,"TEXT_JOBNIN401_00217_TODO_21","dummy"
46,"TEXT_JOBNIN401_00217_TODO_22","dummy"
47,"TEXT_JOBNIN401_00217_TODO_23","dummy"
48,"TEXT_JOBNIN401_00217_OBORO_000_000","I trust that Shukuchi is now second nature to you? Very well. I shall await you on the rooftop, but be warned: while the technique will allow you to cover great distances in the blink of an eye, it does not allow you to soar at will through the sky."
49,"TEXT_JOBNIN401_00217_OBORO_000_001","The ledge on which Tsubame now stands is at a level with the roof, and should prove a suitable starting point. That said, a shinobi is ever resourceful\xe2\x94\x80if you would make your way to the rooftop by other means, that will serve just as well."
50,"TEXT_JOBNIN401_00217_TSUBAME_000_010","The roof may seem quite far away, but use your Shukuchi technique from the edge, and you should be able to reach it with ease."
51,"TEXT_JOBNIN401_00217_OBORO_000_015","Quite impressive, \x02,\r\xff\x07\x02)\x03\xeb\x02\x03\xff\x02 \x02\x03\xe2\x94\x80only a true shinobi could stand where you now stand. Anyhow, this should prove a suitable vantage point. Let us keep watch until Wolfstan arrives."
52,"TEXT_JOBNIN401_00217_WOLFSTAN_000_040","Nothin' like a steamin' bath, a bottle o' fine wine, and a couple o' buxom wenches to ease what ails ye, aye? As far as I'm concerned, Cap'n Grymuwil can take 'is bloody time!"
53,"TEXT_JOBNIN401_00217_OBORO_000_041","...Wolfstan."
54,"TEXT_JOBNIN401_00217_OBORO_000_042","Very well. Now, we need only employ these bamboo breathing pipes, descend under water, and..."
55,"TEXT_JOBNIN401_00217_TSUBAME_000_043","O-Oboro. I do not question that such methods have served us well in Doma, but might bamboo not arouse suspicion in these environs?"
56,"TEXT_JOBNIN401_00217_OBORO_000_044","Do you truly believe so? B-But underwater surveillance was always my area of expertise..."
57,"TEXT_JOBNIN401_00217_TSUBAME_000_045","I have an idea that I believe is well suited both to our target and the customs of the land. It will require just a simple change of garb and a bottle or two of fine spirits..."
58,"TEXT_JOBNIN401_00217_TSUBAME_000_046","I will require your assistance, \x02,\r\xff\x07\x02)\x03\xeb\x02\x03\xff\x02 \x02\x03. As I see it, there's no way the man would refuse a drink from \x02\x08.\xe9\x05\xff\x13an alluring maiden\xff\x16a strapping gentleman\x03 like yourself."
59,"TEXT_JOBNIN401_00217_OBORO_000_047","Intriguing! And what, pray tell, will be \x02\x1a\x02\x02\x03my\x02\x1a\x02\x01\x03 role in all of this?"
60,"TEXT_JOBNIN401_00217_TSUBAME_000_048","Er, I was thinking that, ah, \x02\x1a\x02\x02\x03your\x02\x1a\x02\x01\x03 talents might best be put to use \x02\x1a\x02\x02\x03overseeing\x02\x1a\x02\x01\x03 the operation. Yes, ah, from up here. To ensure that nothing goes amiss, of course."
61,"TEXT_JOBNIN401_00217_TSUBAME_000_049","I must prepare now, \x02,\r\xff\x07\x02)\x03\xeb\x02\x03\xff\x02 \x02\x03. Meet me down below, out of sight, and I shall furnish you with the item that will serve to deliver the final blow, as it were."
62,"TEXT_JOBNIN401_00217_OBORO_000_060","Fear not, \x02,\r\xff\x07\x02)\x03\xeb\x02\x03\xff\x02 \x02\x03! I will be standing watch here, ready to leap to your defense should either you or Tsubame come to harm!"
63,"TEXT_JOBNIN401_00217_TSUBAME_000_100","Am I wearing this properly, \x02,\r\xff\x07\x02)\x03\xeb\x02\x03\xff\x02 \x02\x03? I am not accustomed to garb that is so...revealing."
64,"TEXT_JOBNIN401_00217_TSUBAME_000_101","Regardless, I will entrust this to you. Though it may appear to be a simple bottle of wine, I have made a few \x02\x1a\x02\x02\x03enhancements\x02\x1a\x02\x01\x03 to the recipe."
65,"TEXT_JOBNIN401_00217_TSUBAME_000_102","Off duty or no, a salty sea dog like Wolfstan is certain to be on his guard. I'll start him off with an untainted vintage. Once he's in sufficiently good spirits, that's your cue to step in with the stronger stuff."
66,"TEXT_JOBNIN401_00217_TSUBAME_000_103","I suspect that once his mind is sufficiently addled, he will gladly take a swig with a minimum of fuss. Now, let us begin!"
67,"TEXT_JOBNIN401_00217_TSUBAME_000_120","Oh, just \x02\x1a\x02\x02\x03look\x02\x1a\x02\x01\x03, Wolfie, my darling! This \x02\x08\x1a\xe9\x05\xff\nfine lass\xff\x0bstrong lad\x03 'as a \x02\x1a\x02\x02\x03treat\x02\x1a\x02\x01\x03, just for you!"
68,"TEXT_JOBNIN401_00217_WOLFSTAN_000_151","Fine wine and fine wenches! Now \x02\x1a\x02\x02\x03this\x02\x1a\x02\x01\x03 is what I had in mind when I took up the piratin' life!"
69,"TEXT_JOBNIN401_00217_WOLFSTAN_000_155","What's this? \x02\x08\xa0\xe9\x05\xffLCome to battle yer friend here for Wolfie's affections? Don't mind if I do!\xffOThink ye can outguzzle Wolfstan Seven-Stomachs? Yer either a legend or a fool!\x03 Har har\xe2\x94\x80someone fetch me cup!"
70,"TEXT_JOBNIN401_00217_WOLFSTAN_000_156","Aye, that'sh the\xe2\x94\x80hic!\xe2\x94\x80good shtuff, if a bit shtronger than I\xe2\x94\x80hic!\xe2\x94\x80recall it. Maybe I should\xe2\x94\x80hic!\xe2\x94\x80take a resht..."
71,"TEXT_JOBNIN401_00217_TSUBAME_000_157","Oh, you mustn't be so modest! Why, I 'eard that Wolfstan Seven-Stomachs once drank a whale under the table!"
72,"TEXT_JOBNIN401_00217_WOLFSTAN_000_158","Har har har! Ye bet yer\xe2\x94\x80hic!\xe2\x94\x80shkivvies 'e could, lash! Me bleedin'\xe2\x94\x80hic!\xe2\x94\x80dutiesh 'ave kept me from the bottle for too long. I'm out o' practishe, ish all."
73,"TEXT_JOBNIN401_00217_TSUBAME_000_159","Your \x02\x1a\x02\x02\x03duties\x02\x1a\x02\x01\x03? Why, that sounds so \x02\x1a\x02\x02\x03important\x02\x1a\x02\x01\x03 and \x02\x1a\x02\x02\x03exciting\x02\x1a\x02\x01\x03! I'd do \x02\x1a\x02\x02\x03anything\x02\x1a\x02\x01\x03 to hear more!"
74,"TEXT_JOBNIN401_00217_WOLFSTAN_000_160","Did ye shay\xe2\x94\x80hic!\xe2\x94\x80\x02\x1a\x02\x02\x03anythin'\x02\x1a\x02\x01\x03? Har har har! Well, maybe ye've 'eard o' the Bloody Executioners? The nastiest, bloodiest band o' piratesh whatever\xe2\x94\x80hic!\xe2\x94\x80shailed the bleedin' sheash!?"
75,"TEXT_JOBNIN401_00217_WOLFSTAN_000_161","I reckon our Cap'n Grymuwil's shunk more Garlean vesshels than every other pirate\xe2\x94\x80hic!\xe2\x94\x80combined. And just who do ye reckon keeps the cap'n shafe from all the enemies 'e's made? Why that'd be none other'n hish dear mate\xe2\x94\x80hic!\xe2\x94\x80Wolfshtan."
76,"TEXT_JOBNIN401_00217_TSUBAME_000_162","The Navigator have mercy! Should you not return immediately to your captain? Surely, he is not safe without his most loyal, capable man at his side!"
77,"TEXT_JOBNIN401_00217_WOLFSTAN_000_163","Under normal circumshtanches, ye'd be\xe2\x94\x80hic!\xe2\x94\x80right, lass. But there's one plashe even I can't follow 'im\xe2\x94\x80Aleport! Aye, the man is bloody \x02\x1a\x02\x02\x03particular\x02\x1a\x02\x01\x03 about 'is\xe2\x94\x80hic!\xe2\x94\x80grog. Shays he can't\xe2\x94\x80hic!\xe2\x94\x80conshentrate unlesh 'e'sh on 'ish own..."
78,"TEXT_JOBNIN401_00217_WOLFSTAN_000_164","Not that I'm\xe2\x94\x80hic!\xe2\x94\x80complainin'. It'sh the only time we get a day'sh resht. But don't worry yer little 'eart none, lasshie. Nobody knowsh the cap'n's whereaboutsh but\xe2\x94\x80hic!\xe2\x94\x80me, and I sure as bloody 'ellsh ain't talkin'! Har har!"
79,"TEXT_JOBNIN401_00217_WOLFSTAN_000_165","...Lasshie? Are ye lishtenin'?"
80,"TEXT_JOBNIN401_00217_WOLFSTAN_000_166","That'sh\xe2\x94\x80hic!\xe2\x94\x80curioush. She wash jusht\xe2\x94\x80hic!\xe2\x94\x80there a moment\xe2\x94\x80hic! Hic! Hic! Urrrkkk..."
81,"TEXT_JOBNIN401_00217_WOLFSTAN_000_170","Which way did she\xe2\x94\x80hic! Urrrrrrk..."
82,"TEXT_JOBNIN401_00217_TSUBAME_000_175","Well, I must say that went even better than I expected. Let us share our findings with Oboro. My costume? I have stowed it away...forever, with any luck! Do Eorzean women have no sense of shame?"
83,"TEXT_JOBNIN401_00217_OBORO_000_200","Well? Were you able to loosen our man's lips?"
84,"TEXT_JOBNIN401_00217_OBORO_000_201","...I see. Captain Grymuwil is en route to Aleport\xe2\x94\x80and alone, at that."
85,"TEXT_JOBNIN401_00217_OBORO_000_202","If I know Karasu, this knowledge has not escaped him. Doubtless he and his shadows already lie in wait."
86,"TEXT_JOBNIN401_00217_OBORO_000_203","We haven't much time. Let us hurry to Aleport and ambush the ambushers!"
87,"TEXT_JOBNIN401_00217_OBORO_000_250","Karasu and his shadows are lurking here somewhere... I can sense it."
88,"TEXT_JOBNIN401_00217_OBORO_000_259","The sun sets, and the port is cloaked in shadow. If there were a perfect time to strike..."
89,"TEXT_JOBNIN401_00217_OBORO_000_260","...Speak of the devil. Look at how those men walk\xe2\x94\x80those are no ordinary deckhands."
90,"TEXT_JOBNIN401_00217_OBORO_000_261","Those are imperial shinobi, waiting to pounce upon and slit the throat of any who would stand between them and their prey."
91,"TEXT_JOBNIN401_00217_OBORO_000_262","Karasu is too proud to entrust such a vital mission to his lackeys. He is here somewhere\xe2\x94\x80of this I am certain."
92,"TEXT_JOBNIN401_00217_OBORO_000_263","\x02,\r\xff\x07\x02)\x03\xeb\x02\x03\xff\x02 \x02\x03, you move forward and search the docks. I will approach from the opposite direction. Tsubame, you secure the escape route\xe2\x94\x80he will not elude us this time."
93,"TEXT_JOBNIN401_00217_TSUBAME_000_264","Take care to stay well hidden, \x02,\r\xff\x07\x02)\x03\xeb\x02\x03\xff\x02 \x02\x03\xe2\x94\x80hidden from the eyes of Karasu's shadows. And yet, I fear your task will be more complicated still..."
94,"TEXT_JOBNIN401_00217_TSUBAME_000_265","For it is not just men that serve Karasu, but creatures of the night. Creatures that see not with their eyes, but with every fiber of their being. Give them a wide berth, or all shall be for naught."
95,"TEXT_JOBNIN401_00217_OBORO_000_266","That should be all. Time is short. We must move swiftly!"
96,"TEXT_JOBNIN401_00217_KARASU_000_290","Wh-What's this!? No, no, \x02\x1a\x02\x02\x03NO\x02\x1a\x02\x01\x03! This isn't how the story goes! I'm supposed to be the one that surprises \x02\x1a\x02\x02\x03you\x02\x1a\x02\x01\x03!"
97,"TEXT_JOBNIN401_00217_OBORO_000_291","The tables have turned today, Karasu! Now face your death like the man you once were!"
98,"TEXT_JOBNIN401_00217_KARASU_000_292","I must say, popularity really does have its downsides. Fine! If you're so eager to dig your own graves, here's your bloody shovel!"
99,"TEXT_JOBNIN401_00217_OBORO_000_300","Gah! The slippery bastard!"
100,"TEXT_JOBNIN401_00217_OBORO_000_301","We have come too close to abandon hope. Come, Tsubame, \x02,\r\xff\x07\x02)\x03\xeb\x02\x03\xff\x02 \x02\x03. Let us return to the safety of the storehouse and take stock of our options."
101,"TEXT_JOBNIN401_00217_GEKKAI_000_302","(-???-)Grymuwil lives. Failure of this sort...does not become you, Karasu."
102,"TEXT_JOBNIN401_00217_KARASU_000_303","F-Forgive me, Master. I had an unexpected reunion with some friends. Seems they had a mind to kill me. And just when I thought we were getting on so well..."
103,"TEXT_JOBNIN401_00217_GEKKAI_000_304","(-???-)Your job is to give me answers, Karasu, not excuses. We can ill afford to let a few stray rats foil our plans. Should they return, kill them."
104,"TEXT_JOBNIN401_00217_GEKKAI_000_306","(-???-)This is your final warning. The next time you fail me will be your last."
105,"TEXT_JOBNIN401_00217_KARASU_000_307","<gulp> Does he have to say it like \x02\x1a\x02\x02\x03that\x02\x1a\x02\x01\x03? Fine, fine... Let it never be said that I'm not a loyal soldier!"
106,"TEXT_JOBNIN401_00217_TSUBAME_000_310","Again, Karasu eludes our grasp. Will the day never come that we can return to our village in triumph?"
107,"TEXT_JOBNIN401_00217_OBORO_000_350","Bah! Once more, the bloody crow has managed to foil our best-laid plans."
108,"TEXT_JOBNIN401_00217_OBORO_000_351","It is as if his skills burgeon with each encounter. But how could this be? Has he perfected some new training regimen since coming to Eorzea?"
109,"TEXT_JOBNIN401_00217_OBORO_000_352","But there is no time to dwell on past mistakes. Since the times of my ancestors, failure in one's duty is unacceptable for a shinobi. My mission will end in success\xe2\x94\x80Karasu's death\xe2\x94\x80or failure...my own."
110,"TEXT_JOBNIN401_00217_OBORO_000_353","But all is not lost. Karasu is not the only one who has honed his skills. Fighting beside you back there, at times it felt as if we had trained together since childhood."
111,"TEXT_JOBNIN401_00217_OBORO_000_354","You have shown remarkable focus and aptitude for our art, but you must grow stronger still if we are to have any hope of triumph. Devote yourself to your training with the entirety of your body and mind, and Tsubame and I will do the same. I await your return, \x02,\r\xff\x07\x02)\x03\xeb\x02\x03\xff\x02 \x02\x03."
112,"TEXT_JOBNIN401_00217_QIB_001_TODO001","Use Hide to make your way past the guards and locate Karasu!"
113,"TEXT_JOBNIN401_00217_QIB_001_TODO002","Defeat Karasu!"
114,"TEXT_JOBNIN401_00217_QIB_001_TODO003","Dispatch all foes!"
115,"TEXT_JOBNIN401_00217_QIB_001_KARASU_BATTLETALK_00","I'm sorry to run\xe2\x94\x80\x02\x1a\x02\x02\x03truly\x02\x1a\x02\x01\x03, I am\xe2\x94\x80but there's someone very important I need to be killing."
116,"TEXT_JOBNIN401_00217_QIB_001_TSUBAME_BATTLETALK_00","There will be no escape for you this time, you traitorous dog!"
117,"TEXT_JOBNIN401_00217_QIB_001_KARASU_BATTLETALK_01","I know you love me, little swallow, but sometimes you just have to let go!"
118,"TEXT_JOBNIN401_00217_QIB_001_OBORO_BATTLETALK_01","I will let my blade go into your chest. Say your prayers, demon!"
119,"TEXT_JOBNIN401_00217_QIB_001_KARASU_BATTLETALK_03","Well, looky here! Too bad you didn't realize that there's more than one...way...out!"
120,"TEXT_JOBNIN401_00217_QIB_001_OBORO_BATTLETALK_02","Curses! We had him just where we wanted him!"
121,"TEXT_JOBNIN401_00217_QIB_001_OBORO_BATTLETALK_DEAD","I was too...careless..."
122,"TEXT_JOBNIN401_00217_QIB_001_TSUBAME_BATTLETALK_DEAD","Forgive me, Oboro... I have...failed..."
123,"TEXT_JOBNIN401_00217_QIB_001_KARASU_BATTLETALK_02","dummy"
124,"TEXT_JOBNIN401_00217_QIB_001_TSUBAME_BATTLETALK_01","dummy"
