key,0,1
10,"TEXT_BANAMA004_01220_SEQ_10","Even as the warleader praises your efforts, an infuriated Loonh Gah stalks into the cave, promising a grisly demise to Zagozz Teh. Though Hamujj Gah rebukes the young warrior and her reckless plans, he offers no aid in bringing the Flamefang leader to justice. It seems that the Miqo'te is to find her own strength, and resolve her blood vendetta alone..."
11,"TEXT_BANAMA004_01220_SEQ_11",""
12,"TEXT_BANAMA004_01220_SEQ_12",""
13,"TEXT_BANAMA004_01220_SEQ_13",""
14,"TEXT_BANAMA004_01220_SEQ_14",""
15,"TEXT_BANAMA004_01220_SEQ_15",""
16,"TEXT_BANAMA004_01220_SEQ_16",""
17,"TEXT_BANAMA004_01220_SEQ_17",""
18,"TEXT_BANAMA004_01220_SEQ_18",""
19,"TEXT_BANAMA004_01220_SEQ_19",""
20,"TEXT_BANAMA004_01220_SEQ_20",""
21,"TEXT_BANAMA004_01220_SEQ_21",""
22,"TEXT_BANAMA004_01220_SEQ_22",""
23,"TEXT_BANAMA004_01220_SEQ_23",""
24,"TEXT_BANAMA004_01220_TODO_00","Speak with Gisilbehrt in Little Ala Mhigo."
25,"TEXT_BANAMA004_01220_TODO_01","Speak with the flame recruit south of Little Ala Mhigo."
26,"TEXT_BANAMA004_01220_TODO_02","Speak with the flame recruit traitor and slay the Flamefangs."
27,"TEXT_BANAMA004_01220_TODO_03","Speak with the flame recruit traitor."
28,"TEXT_BANAMA004_01220_TODO_04","Report to Gisilbehrt in Little Ala Mhigo."
29,"TEXT_BANAMA004_01220_TODO_05","Return to Hamujj Gah at the Ring of Ash."
30,"TEXT_BANAMA004_01220_TODO_06","Ambush the Zanr'ak gaolkeepers in the Zanr'ak encampment and obtain the cage keys."
31,"TEXT_BANAMA004_01220_TODO_07","Use the cage keys to open the makeshift cages in Zahar'ak."
32,"TEXT_BANAMA004_01220_TODO_08","Report to Hamujj Gah."
33,"TEXT_BANAMA004_01220_TODO_09",""
34,"TEXT_BANAMA004_01220_TODO_10",""
35,"TEXT_BANAMA004_01220_TODO_11",""
36,"TEXT_BANAMA004_01220_TODO_12",""
37,"TEXT_BANAMA004_01220_TODO_13",""
38,"TEXT_BANAMA004_01220_TODO_14",""
39,"TEXT_BANAMA004_01220_TODO_15",""
40,"TEXT_BANAMA004_01220_TODO_16",""
41,"TEXT_BANAMA004_01220_TODO_17",""
42,"TEXT_BANAMA004_01220_TODO_18",""
43,"TEXT_BANAMA004_01220_TODO_19",""
44,"TEXT_BANAMA004_01220_TODO_20",""
45,"TEXT_BANAMA004_01220_TODO_21",""
46,"TEXT_BANAMA004_01220_TODO_22",""
47,"TEXT_BANAMA004_01220_TODO_23",""
48,"TEXT_BANAMA004_01220_HAMUJIGAH_000_001","Fortune is with us, honored ally. A Brotherhood scout has chanced upon a convocation of our hated foe, the Flamefangs, and surreptitiously learned of their insidious scheming. They plan to pull the strings of their tempered puppets, and orchestrate another kidnapping raid."
49,"TEXT_BANAMA004_01220_HAMUJIGAH_000_002","It is the intelligence provided by these tempered spies that affords the Flamefangs such a wealth of victims. This cannot be allowed to continue! We must gouge out their hidden eyes, and blind them to the movements of their prey!"
50,"TEXT_BANAMA004_01220_HAMUJIGAH_000_003","You are no stranger to Little Ala Mhigo, I trust? Though it appears a haven for travelers and merchants, it is naught but a rotting corpse riddled with flame-addled maggots."
51,"TEXT_BANAMA004_01220_HAMUJIGAH_000_004","We are fortunate, then, that you may walk among them unchallenged. Go to Little Ala Mhigo, honored ally, and do that which our Amalj'aa soldiers cannot: root out the tempered, and make of it a haven in truth."
52,"TEXT_BANAMA004_01220_GISILBEHRT_000_021","...What's this? You claim Little Ala Mhigo has been infiltrated by tempered agents?"
53,"TEXT_BANAMA004_01220_GISILBEHRT_000_022","I wish I could refute you, but I have had my suspicions... It explains how the Amalj'aa are able to set such well-timed ambushes. With spies inside the settlement, 'twould be an easy feat to learn the schedules of visiting merchants and the like."
54,"TEXT_BANAMA004_01220_FMUMETSUTAIA_000_023","(-Flame Recruit-)(deleted)"
55,"TEXT_BANAMA004_01220_FMUMETSUTAIB_000_023","Commander, sir! We've just received reports of Amalj'aa kidnappers attacking a caravan of travelers! They're dragging their captives off into Zanr'ak even as we speak!"
56,"TEXT_BANAMA004_01220_GISILBEHRT_000_024","Again!? Damn those blasted lizards! This is the fifth time this moon!"
57,"TEXT_BANAMA004_01220_GISILBEHRT_100_024","<sigh> Most of my troops are still recovering from the last engagement...
Sergeant, I need you to assemble a squad and chase down those kidnappers. Take whoever can swing a blade!"
58,"TEXT_BANAMA004_01220_GISILBEHRT_000_025","Care to lend a hand, adventurer? I've naught but raw recruits for this mission, and your presence may make all the difference. Pray join my soldiers out in the field as soon as you can."
59,"TEXT_BANAMA004_01220_GISILBEHRT_000_026","I've marked the destination of my troops on your map. Swiftly now! Go crack some beastman skulls!"
60,"TEXT_BANAMA004_01220_FMUMETSUTAIA_000_031","Who are─ Ah, Gisilbehrt sent an adventurer to wipe our arses, did he? Well, you're too late! With these soldiers down, his entire unit is in tatters!"
61,"TEXT_BANAMA004_01220_FMUMETSUTAIA_100_031","Bwahahaha! All it took was the right word in the right ear, and away they scrambled. It was like leading lame phurbles to slaughter!"
62,"TEXT_BANAMA004_01220_FMUMETSUTAIB_000_032","(-Flame Sergeant-)You... You're one of the newer recruits... You swore an oath to the Immortal Flames!"
63,"TEXT_BANAMA004_01220_FMUMETSUTAIA_100_032","An oath? Pah, my loyalty belongs to none but Lord Ifrit Himself. And the Flamefangs are generous to those who serve well."
64,"TEXT_BANAMA004_01220_FMUMETSUTAIA_000_033","The Immortal Flames of Little Ala Mhigo are now naught but the walking wounded─the Amalj'aa will be able to raid with abandon! And the soldiers we've captured this day will make fine additions to the Lord of the Inferno's army!"
65,"TEXT_BANAMA004_01220_FMUMETSUTAIA_001_034","Hm? You're still here? You think to punish me? Ahahaha, that's rich!"
66,"TEXT_BANAMA004_01220_FMUMETSUTAIA_001_035","I have allies lingering nearby. And very soon, the main company of the Flamefangs will be arriving to take possession of the “spoils.” If you lay a hand on me, you'll be making some very powerful enemies!"
67,"TEXT_BANAMA004_01220_FMUMETSUTAIA_100_035","You─ You can't be serious!
Flamefangs! To me!"
68,"TEXT_BANAMA004_01220_FMUMETSUTAIA_000_035","Ugh! <pant> <pant> <pant>
Commander...avenge us!"
69,"TEXT_BANAMA004_01220_FMUMETSUTAIA_URAGIERI_000_036","(deleted)"
70,"TEXT_BANAMA004_01220_FMUMETSUTAIA_100_040","H-How did you...? Who are you!?"
71,"TEXT_BANAMA004_01220_FMUMETSUTAIA_100_041","Th-This was not supposed to h-happen! They were meant to detain you until the main company arrived!"
72,"TEXT_BANAMA004_01220_FMUMETSUTAIA_000_041","Nooo! You stay away from me!"
73,"TEXT_BANAMA004_01220_FMUMETSUTAIA_000_042","Hurk!"
74,"TEXT_BANAMA004_01220_LLOONGAH_000_043","<Split(<Highlight>ObjectParameter(1)</Highlight>, ,1)/>! What in the seven hells is going on here!?"
75,"TEXT_BANAMA004_01220_ZAGOZZTHE_000_044","(-Barbarous Amalj'aa-)Gahaha! Our net has caught some rare fish, indeed."
76,"TEXT_BANAMA004_01220_ZAGOZZTHE_000_045","(-Barbarous Amalj'aa-)The Brotherhood of Ash. They shame the Amalj'aa with their petulant refusal to submit to Lord Ifrit's cleansing fire."
77,"TEXT_BANAMA004_01220_ZAGOZZTHE_000_046","(-Barbarous Amalj'aa-)They are naught but ghosts of a fading past─so lacking in strength they resort to consorting with the slave races."
78,"TEXT_BANAMA004_01220_LLOONGAH_000_047","You. You are Zagozz Teh!"
79,"TEXT_BANAMA004_01220_ZAGOZZTHE_000_048","And I know of you as well...Loonh Gah. Such an intriguing costume you wear! Have you enlisted in the army of my people?"
80,"TEXT_BANAMA004_01220_LLOONGAH_000_049","Enough games, lizardman! What have you done with the captives!?"
81,"TEXT_BANAMA004_01220_ZAGOZZTHE_000_050","Those that proved...intractable...were slaughtered. The Flamefangs do not countenance the rebellion of cattle. The rest are already far beyond your reach─unless, of course, you intend to assault Zahar'ak itself. "
82,"TEXT_BANAMA004_01220_ZAGOZZTHE_000_051","Hahaha... You “civilized” people make such endearing squawks and squeals as your hot blood sizzles on the desert sands. Though years have passed, I yet remember your mother and her bleating cries for mercy!"
83,"TEXT_BANAMA004_01220_LLOONGAH_000_052","Hells take you, you bastard!"
84,"TEXT_BANAMA004_01220_LLOONGAH_000_053","Ngh! Ugh...
I've never felt...such heat..."
85,"TEXT_BANAMA004_01220_ZAGOZZTHE_000_054","Gahahaha! Is this the extent of the resistance I am to face? Is this the vaunted strength and resolve of the Brotherhood? I wield the unquenchable flames of Lord Ifrit Himself, and you seek to extinguish them with a thimbleful of spit!"
86,"TEXT_BANAMA004_01220_ZAGOZZTHE_000_055","Return to Hamujj Gah and tell him this: this world has no use for spent ashes. He and his followers shall be scattered before the searing winds of Zanr'ak's glorious ascension!"
87,"TEXT_BANAMA004_01220_FMUMETSUTAIA_000_059","<pant> <pant> <pant> ...Leave me...
I'm done for... Please...make the report...to Commander Gisilbehrt..."
88,"TEXT_BANAMA004_01220_GISILBEHRT_001_060","Gods, <Split(<Highlight>ObjectParameter(1)</Highlight>, ,1)/>, I can scarce believe it! A tempered spy within our own ranks!"
89,"TEXT_BANAMA004_01220_GISILBEHRT_001_061","My men, killed or taken... The lizardmen wanted more than merchants: they were after the Immortal Flames from the very beginning! And I all but bloody served them up on a silver platter!"
90,"TEXT_BANAMA004_01220_GISILBEHRT_001_062","I...I beg of you, adventurer: save the soldiers that yet live from a fate worse than death. Meanwhile, I'll see what I can do to salvage the tatters of my command..."
91,"TEXT_BANAMA004_01220_HAMUJIGAH_000_061","I thank you for your report, honored ally. This Zagozz Teh you encountered is the fetid maw that drives the Flamefangs. His sole purpose is to bolster the numbers of tempered."
92,"TEXT_BANAMA004_01220_HAMUJIGAH_000_062","Each new fire-seared slave feeds the inferno of their god's powers, and, in turn, the flames of Ifrit's altars bless the zealots of Zanr'ak with unholy strength."
93,"TEXT_BANAMA004_01220_HAMUJIGAH_000_063","The miserable sparks of their ambition must be stamped out! Go, honored ally, and break the captives free of their cages. Slay the gaolers in the encampment to liberate the keys!"
94,"TEXT_BANAMA004_01220_HAMUJIGAH_000_071","You have dealt our foe a crippling blow, mighty ally. My warrior's blood sings at the thought of the confusion and devastation you have brought to Zahar'ak."
95,"TEXT_BANAMA004_01220_YADOVVGAH_000_072","(-???-)Loonh Gah, be still! What enrages you so?"
96,"TEXT_BANAMA004_01220_LLOONGAH_000_073","You know damn well what! That was the animal that savaged my mother! I'll tear out his heart and string him up by his entrails!"
97,"TEXT_BANAMA004_01220_HAMUJIGAH_000_074","Know yourself, young warrior. You are not yet ready to face the likes of Zagozz Teh. Should you confront your enemy now, you will die a whimpering cur's death."
98,"TEXT_BANAMA004_01220_LLOONGAH_000_075","What are you saying, Warleader!? Is it...is it because I am Miqo'te? Will I forever be too weak to match Amalj'aa strength!?"
99,"TEXT_BANAMA004_01220_HAMUJIGAH_000_076","Foolish child! I say only that you lack martial wisdom. You imagine slights where none exist!"
100,"TEXT_BANAMA004_01220_YADOVVGAH_000_077","Warleader! Loonh Gah's kin must be avenged! I shall fight at her side. Let us rouse the Brotherhood, and smash this Flamefang snake once and for all!"
101,"TEXT_BANAMA004_01220_HAMUJIGAH_000_078","No. Against their assembled ranks we would but invite our own destruction. And our laws are clear."
102,"TEXT_BANAMA004_01220_HAMUJIGAH_000_079","Loonh Gah, this is a blood vendetta. None may aid you in its resolution. Only through the glory of victory shall the shame of your defeat be expunged."
103,"TEXT_BANAMA004_01220_HAMUJIGAH_000_080","If you've the spirit to rail and curse, then use it to build your strength. For strength is all that will aid you now."
104,"TEXT_BANAMA004_01220_LLOONGAH_000_081","Bah!
Sands take you all!"
105,"TEXT_BANAMA004_01220_HAMUJIGAH_000_082","It is said that the drake will drop its own offspring into a ravine to watch it claw its way up. So it is with the Amalj'aa."
106,"TEXT_BANAMA004_01220_POP_MESSAGE","You sense a hostile presence!"
107,"TEXT_BANAMA004_01220_POP_MESSAGE_000_000","The enemy is still about!"
108,"TEXT_BANAMA004_01220_PRISONER_001","(-Freed Flame Recruit-)I didn't think... I had made my peace with the gods. My thanks."
109,"TEXT_BANAMA004_01220_PRISONER_002","(-Freed Merchant-)You're freeing me? It was an Immortal Flame who captured me in the first place; I no longer know whom to trust..."
110,"TEXT_BANAMA004_01220_PRISONER_003","(-Freed Ala Mhigan-)I lose my home to the Empire, and then my freedom to the beastmen? The gods must truly despise me."
111,"TEXT_BANAMA004_01220_PRISONER_004","(-Freed Adventurer-)I was stretched out on me bedroll, gazin' up at the stars, when some bugger bashed me in the noggin. Next thing I know, I'm wakin' up in a cage. Say, ye happen to know the way to Little Ala Mhigo?"
112,"TEXT_BANAMA004_01220_SYSTEM_200_000","You have achieved <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Friendly<UIGlow>01</UIGlow><UIForeground>01</UIForeground> reputation with the Brotherhood of Ash."
113,"TEXT_BANAMA004_01220_SYSTEM_200_001","New Amalj'aa beast tribe quests are now available from Yadovv Gah at the Ring of Ash."
114,"TEXT_BANAMA004_01220_SYSTEM_200_002","Furthermore, you now have access to a wider selection of wares from the Brotherhood of Ash vendor."
