key,0,1
20,"TEXT_STMBDZ113_02663_SEQ_20",""
21,"TEXT_STMBDZ113_02663_SEQ_21",""
22,"TEXT_STMBDZ113_02663_SEQ_22",""
23,"TEXT_STMBDZ113_02663_SEQ_23",""
24,"TEXT_STMBDZ113_02663_TODO_00","Speak with Lieutenant Molkoh."
25,"TEXT_STMBDZ113_02663_TODO_01","Speak with Serpent Marshal Brookstone."
26,"TEXT_STMBDZ113_02663_TODO_02","Speak with Lieutenant Molkoh."
27,"TEXT_STMBDZ113_02663_TODO_03","Search for the Garlean soldier."
28,"TEXT_STMBDZ113_02663_TODO_04","Speak with Serpent Marshal Brookstone."
29,"TEXT_STMBDZ113_02663_TODO_05",""
30,"TEXT_STMBDZ113_02663_TODO_06",""
31,"TEXT_STMBDZ113_02663_TODO_07",""
32,"TEXT_STMBDZ113_02663_TODO_08",""
33,"TEXT_STMBDZ113_02663_TODO_09",""
34,"TEXT_STMBDZ113_02663_TODO_10",""
35,"TEXT_STMBDZ113_02663_TODO_11",""
36,"TEXT_STMBDZ113_02663_TODO_12",""
37,"TEXT_STMBDZ113_02663_TODO_13",""
38,"TEXT_STMBDZ113_02663_TODO_14",""
39,"TEXT_STMBDZ113_02663_TODO_15",""
40,"TEXT_STMBDZ113_02663_TODO_16",""
41,"TEXT_STMBDZ113_02663_TODO_17",""
42,"TEXT_STMBDZ113_02663_TODO_18",""
43,"TEXT_STMBDZ113_02663_TODO_19",""
44,"TEXT_STMBDZ113_02663_TODO_20",""
45,"TEXT_STMBDZ113_02663_TODO_21",""
46,"TEXT_STMBDZ113_02663_TODO_22",""
47,"TEXT_STMBDZ113_02663_TODO_23",""
48,"TEXT_STMBDZ113_02663_SWETHRYKBROOKSTONE_000_001","I imagine Lieutenant Molkoh has finished questioning the detainee by now. Go and see what, if anything, she's learned. "
49,"TEXT_STMBDZ113_02663_TAHLAMOLKOH_000_010","Oh, <Split(<Highlight>ObjectParameter(1)</Highlight>, ,1)/>. I've just finished with questioning."
50,"TEXT_STMBDZ113_02663_TAHLAMOLKOH_000_011","Unfortunately, he can recall absolutely nothing of his past. The only thing he's certain of, is that he escaped from Garlean captivity. I'm beginning to believe he really is one of the missing prisoners."
51,"TEXT_STMBDZ113_02663_TAHLAMOLKOH_000_012","But where does Bittermill fit into all of this? I fear we've reached an impasse. It's not as if we can ask the Garleans what they were doing there."
52,"TEXT_STMBDZ113_02663_TAHLAMOLKOH_000_013","...Or perhaps we can! The soldier who escaped us earlier must know something to have been prowling about the area. He has to be taken into custody."
53,"TEXT_STMBDZ113_02663_TAHLAMOLKOH_000_014","Come, <Split(<Highlight>ObjectParameter(1)</Highlight>, ,1)/>, we must speak with Serpent Marshal Brookstone about assembling a search party. No stone can be left unturned!"
54,"TEXT_STMBDZ113_02663_SWETHRYKBROOKSTONE_000_015","Would you go and see what's keeping Lieutenant Molkoh? I very much doubt she could pry much information out of that man, daft as he was."
55,"TEXT_STMBDZ113_02663_SWETHRYKBROOKSTONE_000_020","You wish to capture the soldier you encountered at Bittermill?"
56,"TEXT_STMBDZ113_02663_SWETHRYKBROOKSTONE_000_021","Well, you should know I've already dispatched a reconnaissance team. After reading Lieutenant Molkoh's report, I thought it prudent he be apprehended immediately. However, therein lies the rub."
57,"TEXT_STMBDZ113_02663_SWETHRYKBROOKSTONE_000_022","We lack the manpower to sufficiently survey the area. In fact, I was just deliberating over who I should call back to make a sweep of Owyn's Stash."
58,"TEXT_STMBDZ113_02663_TAHLAMOLKOH_000_023","There's no need for that, sir. <Split(<Highlight>ObjectParameter(1)</Highlight>, ,1)/> and I will go. I realize I'm not the ideal scout to assist in this, but we have to find them."
59,"TEXT_STMBDZ113_02663_TAHLAMOLKOH_000_025","That soldier is the key to finding the missing prisoners. I just know it!"
60,"TEXT_STMBDZ113_02663_TAHLAMOLKOH_100_030","On your guard, <Split(<Highlight>ObjectParameter(1)</Highlight>, ,1)/>. I have a bad feeling about this place."
61,"TEXT_STMBDZ113_02663_SWETHRYKBROOKSTONE_200_030","With my men spread so thin, your help is greatly appreciated. Be careful out there at Owyn's Stash."
62,"TEXT_STMBDZ113_02663_EMPIRESOLDIER02663_000_030","(-Wounded Imperial-)What...what are you─ugh!"
63,"TEXT_STMBDZ113_02663_TAHLAMOLKOH_000_031","These wounds! If he's not treated soon, he won't be telling anyone anything."
64,"TEXT_STMBDZ113_02663_TAHLAMOLKOH_000_032","He's like to bleed out if left unattended. Go and tell Serpent Marshal Brookstone we've found him, and he needs medical assistance before he can be moved."
65,"TEXT_STMBDZ113_02663_TAHLAMOLKOH_000_035","We found him, <Split(<Highlight>ObjectParameter(1)</Highlight>, ,1)/>! We really found him!"
66,"TEXT_STMBDZ113_02663_EMPIRESOLDIER02663_000_036","<groan>"
67,"TEXT_STMBDZ113_02663_TAHLAMOLKOH_000_040","deleted"
68,"TEXT_STMBDZ113_02663_SWETHRYKBROOKSTONE_100_040","My men have searched high and low, yet there is no sign of this runaway soldier."
69,"TEXT_STMBDZ113_02663_SWETHRYKBROOKSTONE_000_040","You found him at Owyn's Stash!? Say no more."
70,"TEXT_STMBDZ113_02663_SWETHRYKBROOKSTONE_000_041","Attention. This is Brookstone speaking. The subject has been found at Owyn's Stash. I repeat, the subject has been found at Owyn's Stash. He is severely wounded and in need of medical attention."
71,"TEXT_STMBDZ113_02663_SWETHRYKBROOKSTONE_000_042","Excellent work. Perhaps now we can finally get to the bottom of all this Bittermill business."
72,"TEXT_STMBDZ113_02663_TAHLAMOLKOH_000_050","Please hurry, <Split(<Highlight>ObjectParameter(1)</Highlight>, ,1)/>. This man needs a healer."
