key,0,1
18,"TEXT_JOBSCH630_02924_SEQ_18",""
19,"TEXT_JOBSCH630_02924_SEQ_19",""
20,"TEXT_JOBSCH630_02924_SEQ_20",""
21,"TEXT_JOBSCH630_02924_SEQ_21",""
22,"TEXT_JOBSCH630_02924_SEQ_22",""
23,"TEXT_JOBSCH630_02924_SEQ_23",""
24,"TEXT_JOBSCH630_02924_TODO_00","Alka Zolka in der Gilde der Marodeure aufsuchen"
25,"TEXT_JOBSCH630_02924_TODO_01","Mit Alka Zolka in Camp Seelenruhe treffen"
26,"TEXT_JOBSCH630_02924_TODO_02","Setoto suchen"
27,"TEXT_JOBSCH630_02924_TODO_03","Setoto suchen"
28,"TEXT_JOBSCH630_02924_TODO_04","Setoto suchen"
29,"TEXT_JOBSCH630_02924_TODO_05","Die Wilderer besiegen"
30,"TEXT_JOBSCH630_02924_TODO_06","Adloquium auf Setoto wirken"
31,"TEXT_JOBSCH630_02924_TODO_07","Alka Zolka nach Camp Seelenruhe folgen"
32,"TEXT_JOBSCH630_02924_TODO_08",""
33,"TEXT_JOBSCH630_02924_TODO_09",""
34,"TEXT_JOBSCH630_02924_TODO_10",""
35,"TEXT_JOBSCH630_02924_TODO_11",""
36,"TEXT_JOBSCH630_02924_TODO_12",""
37,"TEXT_JOBSCH630_02924_TODO_13",""
38,"TEXT_JOBSCH630_02924_TODO_14",""
39,"TEXT_JOBSCH630_02924_TODO_15",""
40,"TEXT_JOBSCH630_02924_TODO_16",""
41,"TEXT_JOBSCH630_02924_TODO_17",""
42,"TEXT_JOBSCH630_02924_TODO_18",""
43,"TEXT_JOBSCH630_02924_TODO_19",""
44,"TEXT_JOBSCH630_02924_TODO_20",""
45,"TEXT_JOBSCH630_02924_TODO_21",""
46,"TEXT_JOBSCH630_02924_TODO_22",""
47,"TEXT_JOBSCH630_02924_TODO_23",""
48,"TEXT_JOBSCH630_02924_SURITOCARITO_000_001","Gut, dass du da bist, <Split(<Highlight>ObjectParameter(1)</Highlight>, ,1)/>. Ich wollte nämlich etwas mit dir besprechen."
49,"TEXT_JOBSCH630_02924_SURITOCARITO_000_002","Alka Zolka meinte, er hätte Neuigkeiten zum Verbleib von Setoto, und du solltest ihn unbedingt in der Gilde der Marodeure in Limsa Lominsa aufsuchen."
50,"TEXT_JOBSCH630_02924_SURITOCARITO_000_003","Bitte sei so gut und eile schnell zu ihm!"
51,"TEXT_JOBSCH630_02924_ALKAZOLKA_000_010","Schön, dass du da bist, <If(PlayerParameter(4))>Partnerin<Else/>Partner</If>! Wenn meine Berichte stimmen, haben die Messingklingen nämlich unseren blinden Passagier gesichtet!"
52,"TEXT_JOBSCH630_02924_ALKAZOLKA_000_011","Hat sich angeblich in den Finsterwald abgesetzt, wo die Messingklingen ja bekanntlich nichts zu melden haben. Deswegen wurde die Verfolgung eingestellt."
53,"TEXT_JOBSCH630_02924_ALKAZOLKA_000_012","Ich schlage vor, dass wir uns mal in Camp Seelenruhe umhören. Vielleicht finden wir dann raus, was zu den sieben Höllen Setoto vorhat. "
54,"TEXT_JOBSCH630_02924_SURITOCARITO_000_015","Hoffentlich finden wir Setoto bald - und unversehrt."
55,"TEXT_JOBSCH630_02924_ALKAZOLKA_000_020","Sicher hast du dich gefragt, warum ich unbedingt nach Camp Seelenruhe wollte. Nun, wenn Setoto aus Thanalan in den Finsterwald geflohen ist, dann müsste sie hier auf jeden Fall vorbeigekommen sein."
56,"TEXT_JOBSCH630_02924_ALKAZOLKA_000_021","Die letzte Sichtung liegt schon ein paar Tage zurück, aber zum Glück kennt sie sich in der Gegend kaum aus."
57,"TEXT_JOBSCH630_02924_ALKAZOLKA_000_022","Das erhöht unsere Chance, sie aufzuspüren. Ich schaue mich nördlich vom Camp um. Übernimm du die Südseite!"
58,"TEXT_JOBSCH630_02924_SYSTEM_000_030","Keine Spur von Setoto. In dieser Gegend scheint sie nicht gewesen zu sein."
59,"TEXT_JOBSCH630_02924_SYSTEM_000_031","Du siehst einen Tomberry, der Setoto ähnelt. Er wird von bewaffneten Männern angegriffen!"
60,"TEXT_JOBSCH630_02924_HUNTERA02924_000_032","Heute ist unser Glückstag, Leute! Das Leder einer solch seltenen Kreatur bringt bestimmt ein ordentliches Sümmchen ein!"
61,"TEXT_JOBSCH630_02924_HUNTERB02924_000_033","Ja, wenn wir es ihr abluchsen können. Ziemlich zähes Bürschchen!"
62,"TEXT_JOBSCH630_02924_HUNTERA02924_000_034","（★未使用／削除予定★）"
63,"TEXT_JOBSCH630_02924_POPMESSAGE_000_040","Du wirst angegriffen!"
64,"TEXT_JOBSCH630_02924_HUNTERA02924_000_045","Finger weg!"
65,"TEXT_JOBSCH630_02924_HUNTERB02924_000_046","Das ist unsere Beute!"
66,"TEXT_JOBSCH630_02924_SETOTO_000_050","<keuch> ... Vielen Dank."
67,"TEXT_JOBSCH630_02924_SETOTO_000_051","Die Magie, die du gerade benutzt hast ... das war ein nymischer Gelehrtenzauber, nicht wahr? Bist du etwa <If(PlayerParameter(4))>die<Else/>der</If> Nachwuchsgelehrte, von <If(PlayerParameter(4))>der<Else/>dem</If> Surito Carito so viel erzählt hat?"
68,"TEXT_JOBSCH630_02924_ALKAZOLKA_000_052","<schnauf> ... <keuch> ... Du hast Setoto gefunden? So ein Glück!"
69,"TEXT_JOBSCH630_02924_ALKAZOLKA_000_053","Weil ich auf der Nordseite keine Spur von Setoto gefunden habe, bin ich zurück zum Camp, um mich dort mit dir zu treffen, <Split(<Highlight>ObjectParameter(1)</Highlight>, ,1)/>. Aber du kamst und kamst nicht wieder. Da hab ich mir Sorgen gemacht und nach dir gesucht."
70,"TEXT_JOBSCH630_02924_ALKAZOLKA_000_054","Freut mich, deine Bekanntschaft zu machen, Setoto. Ich bin Alka Zolka, einer der neuen Seesoldaten. Und das ist <If(PlayerParameter(4))>meine Partnerin<Else/>mein Partner</If> <Split(<Highlight>ObjectParameter(1)</Highlight>, ,1)/>."
71,"TEXT_JOBSCH630_02924_ALKAZOLKA_000_055","Setoto ist eine richtig bezaubernde Dame. Nicht wahr, <Split(<Highlight>ObjectParameter(1)</Highlight>, ,1)/>?"
72,"TEXT_JOBSCH630_02924_CHOICE_Q1_01","Was antwortest du?"
73,"TEXT_JOBSCH630_02924_CHOICE_A1_02","Bezaubernd?"
74,"TEXT_JOBSCH630_02924_CHOICE_A1_03","Sie ist ... ziemlich grün."
75,"TEXT_JOBSCH630_02924_ALKAZOLKA_000_059","Aber ja doch: eine bildhübsche junge Dame!"
76,"TEXT_JOBSCH630_02924_ALKAZOLKA_000_060","Genau! Eine bildhübsche grüne Dame!"
77,"TEXT_JOBSCH630_02924_ALKAZOLKA_000_061","Darf ich fragen, warum du den Bronzesee so schlagartig verlassen hast?"
78,"TEXT_JOBSCH630_02924_SETOTO_000_062","Aber sicher ... Ihr müsst wissen, dass ich Surito Carito sehr dankbar bin. Dank ihm bin ich im Herzen wieder ganz die Alte, auch wenn meine Gestalt das nicht vermuten lässt."
79,"TEXT_JOBSCH630_02924_SETOTO_000_063","Darum habe ich ihm gerne bei seinen Studien geholfen. Aber es gibt etwas, das ich unbedingt erledigen muss. Und jetzt, wo meine Krankheit nicht mehr voranschreitet, kann ich es endlich anpacken."
80,"TEXT_JOBSCH630_02924_ALKAZOLKA_000_064","Und was wäre das genau?"
81,"TEXT_JOBSCH630_02924_SETOTO_000_065","Da muss ich etwas ausholen ... Es war vor eintausendfünfhundert Jahren, als mein Vater als Gelehrter der Seesoldaten auf einer geheimen Mission nach Amdapor geschickt wurde."
82,"TEXT_JOBSCH630_02924_SETOTO_000_066","Leider ist er nie von dieser Mission zurückgekehrt. Und ich möchte wissen, warum."
83,"TEXT_JOBSCH630_02924_ALKAZOLKA_000_067","Dann bist du hier in der Tat richtig, aber alleine ist das viel zu gefährlich!"
84,"TEXT_JOBSCH630_02924_ALKAZOLKA_000_068","Außerdem ist das Ganze schon eintausendfünfhundert Jahre her. Da wird von deinem Vater, entschuldige, wohl kaum noch was übrig sein."
85,"TEXT_JOBSCH630_02924_SETOTO_000_069","Ich weiß ... Im Gegensatz zu uns ist die Zeit für meinen Vater nicht stehen<SoftHyphen/>geblieben."
86,"TEXT_JOBSCH630_02924_SETOTO_000_070","Es würde mir ja schon reichen, wenn ich nur einen Hinweis auf ihn finden würde. Irgendetwas, das mich an ihn erinnert. Ein Knopf, ein Zahn, ein Brillengestell ..."
87,"TEXT_JOBSCH630_02924_ALKAZOLKA_000_071","<schnief> ... <rotz> ... Oh Mann, ich glaub, ich muss heulen."
88,"TEXT_JOBSCH630_02924_ALKAZOLKA_000_072","Die neuen Seesoldaten stehen dir natürlich bei! Wir finden schon irgendein Andenken an deinen Vater. Nicht wahr, <Split(<Highlight>ObjectParameter(1)</Highlight>, ,1)/>?"
89,"TEXT_JOBSCH630_02924_SETOTO_000_073","Das ist wirklich nett von euch."
90,"TEXT_JOBSCH630_02924_ALKAZOLKA_000_074","Gut, bereiten wir unsere Expedition vor! Und zwar in aller Camp Seelenruhe, haha!"
91,"TEXT_JOBSCH630_02924_SETOTO_000_075","Ugh ..."
92,"TEXT_JOBSCH630_02924_SYSTEM_000_076","Setoto scheint verletzt zu sein. Heile sie mit Adloquium."
93,"TEXT_JOBSCH630_02924_ALKAZOLKA_000_080","Bin ich froh, dass wir Setoto gefunden haben. Surito Carito muss sofort davon erfahren. Ich werde ihn kontaktieren."
94,"TEXT_JOBSCH630_02924_ALKAZOLKA_000_081","Komm bloß nicht auf die Idee, noch mal alleine durch den Wald zu spazieren, alles klar? Du machst dir keine Vorstellungen, wie gefährlich es hier ist."
95,"TEXT_JOBSCH630_02924_SETOTO_000_082","Danke, Alka Zolka. Du bist wirklich nett."
96,"TEXT_JOBSCH630_02924_ALKAZOLKA_000_083","Hahaha, du machst mich ja ganz verlegen."
97,"TEXT_JOBSCH630_02924_ALKAZOLKA_000_084","Also gut, <Split(<Highlight>ObjectParameter(1)</Highlight>, ,1)/>. Wir rasten hier, bis Setoto völlig genesen ist. Dann brechen wir auf nach Amdapor!"
98,"TEXT_JOBSCH630_02924_SETOTO_000_085","Mit euch an der Seite mach ich mir keine Sorgen. Wir finden bestimmt eine Spur meines Vaters!"
